Madonna,Bedtime Stories,Bedtime Story (Album Version),1994,TRANGYF128E0786C33,-999
Sister Hazel,...Somewhere More Familiar,Think About Me,1997,TRANGCR128F148CF28,6YqFgzAF8yedYPplcxC2sv
8Ball & MJG,Ridin' High,Pimpin' Don't Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Album Version),2007,TRANGLC128F14B1025,-999
Dusminguet,Vafalungo,Africa,1998,TRANHRS128F426B925,3mKN0fAuC45shi3v4bzw1D
Taylor Swift,Fearless,The Way I Loved You,2008,TRANHYE128F92DE232,5P4wWhUYWM0IaVYLuZxdar
Faith Hill,Joy To The World,Silent Night_ Holy Night! (Album Version),2008,TRANHJV128F92D819D,-999
Forensics,Hogback Mountain Sessions - Vol. 1,Crappy Shop (50 Cent Diss Track),0,TRANHJZ128F9331A71,2ZwBYYSdgIbwH9kQevBST3
The Rolling Stones,Got Live if you want it!,Fortune Teller,1963,TRANHKC128F9309BF4,19pFzIY1yji9ZxDdrVg3sF
Ashes to Ashes,Plaything,Pass The Earplugs,0,TRANHEK128F4230E25,-999
Scott Wesley Brown,Sparrow Double Play,This Little Child (Brown),0,TRANHCG128F4258B6D,3LyVoTdcdCUJkRidAudRu5
Kool Moe Dee,How Ya Like Me Now,Way Way Back,1987,TRANHQB128F92E1B21,1fDF6adMusAXBK6a4lzHAc
Fudge Tunnel,Hate Songs in E Minor,Spanish Fly,1991,TRANHQG12903CF5C15,4YA5Ky9ZJ2qAkv3dRWxcAm
DJ Nasty,Tha Remixes Vol. 3,Southern Fried,0,TRANHQT12903CCF704,6sNrw0SR9PhcuTUtfyqcu3
Amoral,Wound Creations,Metamorphosis,2001,TRANHMJ128F9330B50,33efH1LiPMkuBAFaC1MDJZ
Tony Martin,Harbor Lights & Other Favorites (Digitally Remastered),Ebb Tide,0,TRANHMQ12903CA12E8,679amVxLfidzgCqSVCoNxo
Dionne Warwick,Sings Cole Porter,Just One Of Those Things,0,TRANIPA128F93151A2,0LUxrWebVe8rsiHAKj4Miw
Tony Martin,How Can it Be Told,Where in the World,0,TRANIJG128F92EFC9B,5wD74UUiFIeJ3HdyXHulfi
France D' Amour,Le Présent,Je n'irai pas ailleurs,0,TRANIBF12903CFA420,-999
João Gilberto,Joao,Eu E Meu Coracao,1991,TRANIWM128F1495AB7,-999
Swallow The Sun,New Moon,...and Heavens Cried Blood,2009,TRANIUS12903D00EC7,2LAQQl1uo2iHCghiaCRXQm
Basement Jaxx,Scars,Twerk (feat. Yo Majesty),2009,TRANIZO128F9335764,4ln67kRdrqOPMQh56CPia1
Roger Williams,Till,The High and The Mighty,0,TRANIAH12903CA9482,0BBOVCgaSdgGs9ClgM6men
Miguel Gallardo,Canciones De Amor De Miguel Gallardo,Dedicado,0,TRANINJ128F93480C6,4HtQZuE6kEdw2CLZSQQplm
Jah Cure,The Ultimate Reggae Dancehall X-Perience 2008,To Your Arms of Love,2007,TRANIUD12903CCE692,5lkN5WcRm4qiJusUhC8hRD
The Paul Butterfield Blues Band,The Paul Butterfield Blues Band Live,All In A Day (Live @ The Troubadour_ LosAngeles),0,TRANIHL128F42970BD,-999
Janet Jackson,Janet,Again,1993,TRANIVG128F1484DED,1GrikfH0jDejDvrxo84n4P
Glen Washington,Glen Washington & Friends,Love the One You're With,0,TRANIMO12903CA55C7,-999
Nancy Walker,Wonderful Town,Ya Got Me,0,TRANIFM128F931C027,-999
The Jackson Southernaires,All God's Children,Keep On Doing What I'm Doing,0,TRANIQV128F425423F,2WA1dBzy0IEFYxe9BhgW6V
Kiss,Revenge,Domino,0,TRANIJQ128F4298A10,2VI6EjE3lgJQ8XUavMYKaX
Bare Jr.,Boo-Tay,Tobacco Spit,1998,TRANIWL128F4262AB0,2KIc6zpl8T0e37KHp9238V
Aeoliah,Angels Of The Heart,The Passion (Regular),0,TRANIJF128F422E570,-999
Plump DJs,Creepshow Remixes,Creepshow Remixes (Soul Of Man Mix),0,TRANJMB128F42926E4,-999
Stanley Clarke & George Duke,The Clarke/Duke Project,Finding My Way,1990,TRANJJM128F4267B03,-999
Estopa,Estopa,Exiliado En El Lavabo,1999,TRANJWP128F428560C,6DuKoeebIsPMWfSoUURTch
Faith Hill,There You'll Be,There Will Come A Day (Album Version),2001,TRANJSV128E0799689,-999
Dennis Brown,In The Mood,Go Now - Original,0,TRANJPA128F92CAE02,-999
Nightwish,Wishmaster,Sleepwalker,2000,TRANJGM128F427A41B,-999
Jean-Jacques Goldman,Intégrale 81-91,Comme Toi (Live),1991,TRANJMO128F425C44D,1ZJG7FTBovVWS2Qr6ZeL3m
Carman featuring Commissioned & The Christ Church Choir,Shakin' The House Live,The Same God,0,TRANKSF128F930F91B,-999
Lee Michaels,Recital,Fell In Love Today,1968,TRANKDX128F42668C0,3eFRgu5Ra0gx2LC3wVle5d
The Police,Zenyatta Mondatta,Voices Inside My Head,1980,TRANKIL128F1476FA2,0Jvn32u7plWgz5YQk6OoSo
Bobby Broom,Song and Dance,Where Is The Love?,0,TRANKPC128F92F79F5,2tx1UGgI9KzhYFLxDRAT5W
Freddie McGregor,Mr. McGregor,Walls Of Jericho (Album Version),0,TRANKWK128F9324301,-999
Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey,What Exit,Everafter,0,TRANKMZ128F4229023,-999
Junie,Six Degrees Of P-Funk: The Best Of George Clinton & His Funk Family,Rappin' About Rappin' (Uh-Uh-Uh),0,TRANKVF128F42724A1,5m5sozFfCEfuYGa7PSfqr0
Alfredo Kraus,Con El Corazon,La Alegria Del Batallon,0,TRANKQU128F429D15E,2R6JLXissJjO9FHQQWHzZS
Bill & Gloria Gaither,Favorite Hymns From The Homecoming Series,Farther Along (Favorite Hymns Sung By The Homecoming Friends Album Version),0,TRANKPF128F429FF68,3iekl5Uy1Nmd4XOBWlVn86
John Wesley Ryles,Greatest Hits,Living Again,0,TRANKOO128F9323499,6f4dtB3Xn5qVuMp0oCHQ6W
Max Steiner,King Kong,Presenting The Eight Wonder Of The World,1993,TRANKQG128F9308D2A,-999
Despina Vandi,Kalanta,Kalanta,0,TRANKKB128EF34A897,7m9ifuN0EFveneBd89ozLC
Frank Stokes,Creator Of The Memphis Blues,Nehi Mamma Blues,1995,TRANKMZ128F42A0098,2I0nzzgR1xklGK7nPiSViQ
Los Amigos Invisibles,The New Sound of the Venezuelan Gozadera,Ultra-Funk,1998,TRANKYM128F428B7A4,4ahWVoHIxMfoLksp36A1mf
The London Pops Orchestra,Award-Winning Movie Themes : The 50's,Smile,0,TRANKFC128F92D8CB9,-999
Dolly Parton,Legends,It's All Wrong_ But It's All Right,0,TRANLJA128F42A5379,-999
Lambda,Hold On Tight,Hold On Tight,1996,TRANLMB12903CA8250,6t9dKp7Nf1t4HpYXOdeVNl
Vickie Winans,Gospel Legacy - Vickie Winans,You Turn Me,2008,TRANLIQ12903CF98AE,4XpIKcXo5fz0AGoWsEy56y
Byron Cage featuring Tye Tribbett,Faithful To Believe,In The Midst,0,TRANLHJ128F9313CA4,-999
Frederic Galliano,Espaces Baroques,Nomades Monades,1997,TRANLLL128F42268D9,0ZgspoLR4yCFlXhCnMgaza
Al Denson,Signature Songs,Rain Love,1999,TRANLXB128F92FE4F4,0IK8njOB3zrz5CzjfUbvRA
Statues,New People Make Us Nervous,The Last Stand,2006,TRANLQA128F930F8F8,1at5rZK1OkkZeO0nQKdyDO
Moonspell,Second Skin,Sacred,1997,TRANLHL12903CF88E5,4F74xFwU5gFkt2CRJ6ge9Y
Zeromancer,Zzyzx,Mosquito Coil,2003,TRANLRX128F4259030,-999
Gang Starr,Hard To Earn,The Planet (Explicit),1994,TRANLSP128F14671CA,-999
Buckwheat Zydeco,Jackpot !,Buck's Going Downtown (Album Version),0,TRANLYF128F1491D3B,-999
Room 5,Music & You,Hidden Sun,2003,TRANLLT128F4226A66,37lFRqP5QgcTIEZLtOTlhc
React,Deus Ex Machina,Fabrication,0,TRANMYD128F428AD0B,-999
Tiny Tim,Prisoner of Love: A Tribute to Russ Columbo - Remastered Edition,Sweet And Lovely,0,TRANMTV128F932AC02,6uxchgsiWtkAI23ddFF55h
N.E.R.D.,Seeing Sounds,Intro / Time For Some Action,2008,TRANMWO128F426C41A,3qLswcHofm34CnlG6El9LC
Strata,STRATA,Trio (1932)_ Movement 3: Moderato,2004,TRANMHB128F92DAC10,1oyGKOQVvRh2zAlDaygVhg
Kathy Mattea,The Ultimate Collection,Standing Knee Deep In a River (Dying Of Thirst),1992,TRANMOT128F92EFF19,0OfXfnRJFR7fyOykFZHXKM
Frankie Negron,Por Tu Placer,Comerte A Besos (Bachata Version),0,TRANMSK128F4234DD8,6ED38bHLkRhfawxh5JZfYB
Roger Subirana,L'indret Prohibit,Un Res Pyr,2002,TRANMMN128F93405A0,-999
Albert King,Live In Canada,I'm Gonna Move To The Outskirts Of Town - Live,0,TRANMSI128F92CB1A0,-999
Poncho Sanchez,El Mejor,Lip Smacker,2004,TRANMJW128F92D944A,0Ex91J5QOUoEBc9m6OSuIo
Phil Collins,Dance Into The Light,Dance Into The Light (LP Version),1996,TRANMKF128E07995A8,-999
Vilma E Vampiros Palma,Sepia Blanco & Negro,Se Puede Salir,1995,TRANMRR128F42666C4,-999
Naughty By Nature,19 Naughty III,The Hood Comes First (LP Version),1993,TRANMXY128F1489C65,-999
Leona Naess,Heavy Like Sunday,Heavy Like Sunday,2008,TRANMKA128F426C3B0,6nWHecGMiVVruUsy4dSXp3
Seamus Egan,Traditional Music Of Ireland,The Munster Cloak,0,TRANMSR128F930C751,1jmBOqhKu0TCS4VcSTiipO
Natural Elements,1999: 10 Year Anniversary,NE Thang,0,TRANMNY128F934FE38,-999
Willy DeVille,Live at Montreux 1994,Cadillac Walk (Album Version),2009,TRANNUW128F931B513,-999
Viktor Krauss,Far from Enough,Side Street,0,TRANNLE128E07871BF,1Ps4olEgCls7CTabQA4v8P
Washboard Sam,Washboard Sam Vol. 2 (1937-1938),I'm On My Way Blues,0,TRANNJC128F429F7E3,-999
Los Van Van,Llego... Van Van,Appapas Del Calabar,1999,TRANNES128F4277849,6ANU9mG8aM4glQp7AVBFll
Malefaction,Crush The Dream,Drowning In Public Approval,0,TRANNDV128F427FDD8,-999
Tresenlesen,Kloidt Ze Di Penussen!,Das Gelübde,1998,TRANNCH128F14B1A75,5gJZOsK1y213O2xSiBFw6j
Justin Timberlake,What Goes Around... Comes Around,What Goes Around...Comes Around,2007,TRANNZZ128F92C22F7,3pD0f7hSJg2XdQ6udw5Tey
The All American Rejects,Nightmare Revisited,Jack's Lament,2008,TRANNCZ128F92F1D22,-999
Pescado Rabioso,Obras Cumbres Pescado Rabioso/ Invisible,Aguas Claras De Olimpos,1973,TRANNXH128F933A6B3,2pOTg0rJjwuZaqzBicGq1w
Dan Cummins,Revenge Is Near,Chocolate Squirrelador (Album Version),0,TRANNSL128F92E1C57,-999
"Ricky Martin Feat. La Mari de ""Chambao",Ricky Martin MTV Unplugged,Tu Recuerdo,2008,TRANONM128F92EAF7A,-999
Bukka White,Sky Songs,My Baby,0,TRANOPO128F4217958,20Ht4CsEm4iaXYsmX1m9D4
Plump DJs,Eargasm,Weighed Down,2003,TRANOEV128F427957F,4BqNm3XXku3KlnI69MN50t
White Willow,Sacrament,The Reach,2000,TRANOXA12903CDB0ED,4AxpAisKNCRvB3pW8kqpKC
Hall & Oates,Angelina & Other Favorites (Digitally Remastered),Perkiomen,1993,TRANOBE12903CE4DF3,0DwQ9yOc3kHfUVw9SKzTu7
Los Barón De Apodaca,30 Exitos Insuperables,Ese Que Traes A Tu Lado,0,TRANOYB12903CCB8B5,6ZyBmXV8gLStAorqy18ySP
Sasha,Hide & Seek,Jour De Chance (Lucky Day),0,TRANOMN128F4292090,-999
Sugar Minott,Sugar Minott at Studio One,Try Love,1977,TRANOKE128F42703A6,4cy3okR5rRicToV3gTcd2S
Billy Bragg,Billy Bragg Vol.1,This Guitar Says Sorry,1984,TRANOHA128F428B1CB,20MWHjAckTM8sZ9bwsGflO
Bryan Ferry,Best Of,"Slave To Love (7"" Version) (2009 Digital Remaster)",0,TRANPKC128F93486B9,-999
Bob Carlisle,Stories From The Heart,I Will Shelter You,0,TRANPDG128F930F4FE,2szPdkgiRhluUO1K371jVc
Spok Frevo Orquestra,Passo De Anjo Ao Vivo,Folião Ausente,2007,TRANPLF128F9340B6E,0nKK0odF9c5c0f3KKdbCCn
Hot Chip,Worried Noodles,No,2007,TRANPUZ128F422B236,6KvpXpYjQ7XatGnuOKMrZB
Sylver,Nighttime Calls,Sympathy,2004,TRANPXL128F42B8FED,2zdn8HUI0osMYXUYPPF6pO
Santana,Mystical Spirits Parts 1& 2,Persuasion,0,TRANPRQ128EF348E34,0mpoy1FtK8svn9jFPPtOwS
Scalplock,Spread The Germs,Safe in Numbers (Album Version),0,TRANPFB128F9310D69,-999
Nerf Herder,American Cheese,Nervous Breakdown,2002,TRANPHV128F9344CC3,1efl6zCwQ5yxV8z3rHCZ5x
Behemoth,Evangelion,He Who Breeds Pestilence,2009,TRANPWV128F9341281,2oS4i0Xa9JIddGHkJvsxBq
Huey Dunbar,Music For My Peoples,Sin Poderte Hablar,0,TRANPRZ128F92FD7B1,4ZI1Rk3MLNI2GAOlr7PDNi
Ten Wheel Drive,Peculiar Friends,No Next Time,0,TRANPAA128F92F10F8,-999
Dead Hearts,Dead Hearts,In Our Hands_ Once Again,0,TRANPYC128F9332A49,-999
Moon Mullican,Moon's Tune,Mona Lisa,0,TRANPLD128F92EB034,1otem3r9Xg1s90U7DZvkIc
Smut Peddlers,The Two Old Ones,"Nova (originally from ""failure"")",0,TRANPFP128F932C002,-999
Vinícius de Moraes,Vinícius em Portugal,A volta da mulher morena,0,TRANPPB128F42962D4,24vP7X1DUKwS4AaGTziqqH
Klubbingman feat. Beatrix Delgado,Another Day Another Night,Another Day Another Night,0,TRANPYL128F9316AE7,-999
The Jackson Southernaires,The Word In Song,It's All In The Word,0,TRANPFD12903CEA1A9,-999
2 Minutos,Postal '97,1987,1997,TRANPLE128F9322D6F,4EJVvjwtKQwivSsZMKaIE3
Taking Dawn,Time To Burn SE,Black Diamond,2010,TRANQYI12903CA2BA9,4Hl3jnwww1ZV5rFFF2WS1w
Gustavo Santaolalla,Festival de Cannes,Endless Flight,0,TRANQKF12903CDEC7A,-999
Scott Matthews,Elsewhere,Underlying Lies,2009,TRANQDK128F9326202,1T4g3UHI2eYE58U8qIl9Lx
Snow Patrol,Final Straw,Wow,2003,TRANQQZ128E079224E,2cAMcIVnAt4vyObDAwY10j
Graham Central Station,Ain't No 'Bout-A-Doubt It,It's Alright,1975,TRANQDS12903CE3E1D,-999
JK,You Make Me Feel Good - Single,You Make Me Feel Good ,2003,TRANQNS128F42739D1,6eevdFoUugmFV3cCiOuQiW
Pennywise,Unknown Road (remastered),Dying to Know (Album Version),0,TRANQEQ128F428AD70,-999
Jacques Dutronc,L' Aventurier,Les Femmes Des Autres,1969,TRANQEB128F92C46CC,-999
Harry Diboula,Dis-moi Pourquoi,Rendez-Vous,0,TRANQCI128F9327BD7,7d8u23gCPkWfDGuuDCM48r
Mawatari Matsuko,Animation-song No. 1,Hohoemi No Bakudan (YUUYUUHAKUSO Opening Theme),0,TRANQBJ12903CAFF20,-999
Shakira,Laundry Service,Poem To A Horse,2001,TRANQLL128F92F5263,3znoF3XEVQgg1ej2jV0QXw
Mario Rosenstock,Gift Grub 7,HUM,0,TRANQZI128F14901EE,-999
Tito Puente,Puente Now! The Exciting Tito Puente Band,"Carnival (from ""Black Orpheus"")",0,TRANQDN128F425EEEA,0O1KBe2PMyPtrbefKHHcgI
Sandy Posey,Born A Woman,Touch You,1966,TRANQRQ12903CC4BBB,7JqKVk9wbRyGJgyDWumVPU
Piero Umiliani,Questo sporco mondo meraviglioso,Questo sporco mondo meraviglioso,0,TRANRGM128F932C303,65KhMC0N0Ky7S65RZKYy3K
Furry Lewis,Masters Of Memphis Blues_ CD A,Everybody's Blues,0,TRANRYI128F424D3FB,-999
Kol Simcha,Voice Of Joy,Nigun,0,TRANRZC128F92F3A15,6mDXhpWk1UvaEPluhCxDad
Cali,Le Bordel Magnifique,Dolorosa (Live),2006,TRANRYX128F1488B7F,-999
Mikey Dread,Pave the Way,Have you got a Minute to spare,0,TRANRLO128F92F3BE9,1FsKUooZlpLk0jPnqAedTO
Rainbow,On Stage,Still I'm Sad,1975,TRANRDW128E0793D49,6SGyIqFinpL3bwsvmCrijd
Mr. Sancho,Unreleased Exclusive Tracks,Ooh Baby (feat. Lil Bandit & Royal T),0,TRANRSN12903D0E6F9,50KvZSxTV1CRaDzHOOUTnf
Eyes Set to Kill,Reach,Liar in the Glass,2006,TRANRWM128F42873F9,1RdcVFPVzB5G5ataaRCq4Y
Hanoi Rocks,Street Poetry,Walkin' Away,2007,TRANRKN128F93127BB,-999
Jimmy McGriff,Blue To The 'Bone,After The Dark,0,TRANRGK128F932D48F,0BUFBDHSMZHg5AKAasffDv
Royal S,Attitude Identitaire,Personne Stop (feat. Nixon),0,TRANRCQ128F933046C,10sFCvPMOq9CiRKdQcy0YY
Danny Williams,The Gentle Touch,Stay Awhile,0,TRANRGH128F930779A,-999
White Heart,Freedom,Let The Kingdom Come (Freedom Album Version),0,TRANRWD128F4258B89,-999
Esa Pakarinen,Esa Pakarinen,Hengähä tok,1990,TRANRER128F92E3424,2rxzcMVIE287JqqAVDRqko
Nerf Herder,How To Meet Girls,Pantera Fans In Love,2000,TRANRTT128F9347342,7IuwYm9J6tMw6emT5ocVLZ
Robert Palmer,Gold,Looking For Clues,1980,TRANRFB128F1481F1E,0uc0zqpy99nF71nnT6eW1R
Eminem,The Marshall Mathers LP,Paul,1999,TRANRIK128F148C860,6B3zy3LOKHndqsviCr2z15
David Meece,LEARNING TO TRUST,This Time (Learning To Trust Album Version),0,TRANREH128F14AE5E5,1BR2RbaHxS1piwHyB3waTy
Bryan Ferry,Frantic,Going Down,2002,TRANRGP128F1465737,6RtBtlBDupt8xLSMzsjKG2
Snowgoons,A Fist In The Thought,Platoon Goons,2009,TRANRYP128F9326AF9,0QkT1dGGibcCrxoep2ffzu
Kurupt,Tha Streetz Iz A Mutha,Girls All Pause,1999,TRANREH128F93462CF,4Z7mzqSik40hPKbOeUHMIB
Tony Joe White,Tony Joe,A Man Can Only Stand Just So Much Pain (Bonus Track),1970,TRANRXY128F4222CB4,-999
Bukue One,Triathalon,Up Close and Personal,0,TRANROU12903CE0B65,0pqwWdpncR7y5Mig5fL15s
The Dells,The Dells Selected Favorites Volume 1,I've Got A Woman - Original,0,TRANSUK128F9337DF7,-999
Ale Möller,Bodjal,Sandpolskan,0,TRANSDL128F93507B9,7Kdly9Zg5MljRiqopcDUcH
Phil Collins,Love Songs,Two Hearts,1988,TRANSKF128F147FCB4,0vDSWxRlWN0LWsSQdGIPuE
Seal,Human Being,When A Man Is Wrong (Album Version),1998,TRANSUM128F92E8DF3,-999
Jean Carignan,Old Time Fiddle Tunes Played by Jean Carignan,Bank,0,TRANSLD12903CE137C,6heMhLAOie7ckisv3Px7KQ
Jim Reeves,RCA  Country Legends,Mexican Joe,1990,TRANSYV128F428A00C,2wkiwFWOvLpHiWnoEXZvJf
The Refreshments,24-7,Lana Lee,0,TRANSAG12903CEBAED,1ujDZM7B7X7NsyxFCIG0FX
Gran Coquivacoa,... De Punto Alfa,Versos Gaiteros,0,TRANSAK128F933071E,-999
The Marx Brothers,Horse Feathers / Animal Crackers,The Professor's Conference/Horse Feathers (Dialogue),0,TRANSSH128F4231393,-999
Charlie Peacock,Charlie Peacock,Down in the Lowlands,1986,TRANSGS128F9303A11,6Jid83Kv9LBHSc1ryb0J4d
The Dylans,The Dylans,I Hope The Weather Stays Fine (Remix),1991,TRANSVK128F423842C,6ph9vrXInMrpUgjifJSoV5
The Almost,Monster Monster,Books & Books,2009,TRANTFR128F931C7DA,4Jkaz6jLxdlKE6jRSfljRw
Tommy Sands,The Very Best Of The 50's - Volume 3,Goin' Steady,0,TRANTMY128F92D3536,0dKUe8hJdtsfDAaGDWuBzF
The MC5,Back In The USA,The American Ruse (LP Version),1970,TRANTAN128E078B326,-999
John Mayer,Where The Light Is: John Mayer Live In Los Angeles,Who Did You Think I Was,0,TRANTAD128F92FD042,5e7ati4Dx5ax2YapfnV5FS
Bad Religion,Generator,Fertile Crescent (bonus track),1992,TRANTOT128F428ACD8,-999
Oesch's die Dritten,Winterpracht,Die berüehmte drü Wörtli,0,TRANTAI12903CBA0E5,-999
Floyd Cramer,The Essential Floyd Cramer,Stood Up,1979,TRANTCK128F428AC39,1uHwb3iyRsvGhlV0MAKAji
Simply Red,Life,Fairground (+ Sample),1995,TRANTJK128F92E5935,-999
Craig Wedren,Lapland,Alone in Love,2005,TRANTEO128F429B51B,5vXteOFJqQ4gTnJRjBnKBQ
Roy Rogers,King Of The Cowboys,Ride Ranger Ride,0,TRANTRC128F9355329,6awQn3y65x2qX1mOzUJnmZ
David Hudson,Didgeridoo Spirit,Didgeralia,0,TRANTFV128F428447A,7zjXRiWKRUmObyf4TUwgJs
Leon Lai,Leon - Beijing Station,Ji Yi De Hua Yuan,0,TRANTID128F9331448,-999
Nybbl,The Path From  A Point Is In The Shape Of  A  Heart,Such Grand Ideas,0,TRANTPG128F4276789,5f56ucRttqk9r1iTNZqSIO
Fountains Of Wayne,Out-Of-State Plates,Janice's Party,2005,TRANUME128E0789D4C,-999
Kix,Kix Live,Rock & Roll Overdose [Live Version],0,TRANUKR128F427643B,-999
Plies,The Real Testament [Deluxe],I Am The Club (Explicit Album Version),0,TRANUEV128F4282392,-999
Event Horizon,Backroom Beats,Endless Ocean,2001,TRANUUU12903CD4347,5V7oachEp4d4hDyPYNw3Hj
David Banner / Sky / Marcus,MTA2-Baptized In Dirty Water,My Lord,0,TRANUTE128F148B17C,1PCB3zOEW50KsI6zo8uKQt
Abracadabra,En las cosas del amor...,Otra vez,0,TRANUUK128E0788284,0dpztxifchXJBPii3Z48Vh
Juan Diego Flórez / Riccardo Frizza / Orchestra Sinfonica di Milano Giuseppe Verdi,The Tenor,Allegro io son,0,TRANUQO128F14991ED,-999
Lara Fabian,Toutes Les Femmes En Moi,TLFM (Toutes Les Femmes En Moi),2009,TRANUSB128F9343695,-999
Entre Ríos,Onda,Cerca & Extraño,2005,TRANUVH12903D1059F,5BcDDV5WOArjYvzZqS2aGF
The Knightsbridge Strings,The Strings Sing & The Strings Swing,Whispering Grass,0,TRANUPI12903CA6A4F,-999
Nightfall,I Am Jesus,Death Of Neira,2003,TRANULO128F422E6FE,0YYLIU4JURgQsHJMZecKzr
Sun Yan-Zi,My Story_ Your Song 2006 Greatest Hits Collection [for Digital],Sensible,0,TRANUSN128F4281594,-999
Terry Callier,Lifestyle2 - Acoustic Vol 2,Occasional Rain,1972,TRANUNR12903CE6E2E,5BqMiehgfMcPm9NS8CymFv
Oscar Castro-Neves,Jazz Yule Love II,Air On A Six String,0,TRANVHC128F421A90B,6M5w1kBAmgejJRSHxajCD9
Dixie Chicks,Taking The Long Way,Lullaby,2006,TRANVZT128F42AE134,5GWyNA4n9hx5rhkK0KvQ83
The New York Dolls,20th Century Masters: The Millennium Collection: Best Of The New York Dolls,Stranded In The Jungle,1974,TRANVCJ128F425FC37,-999
The Cliks,Dirty King,Career Suicide (CD),2009,TRANVMD128F933AC4A,-999
Jaci Velasquez,Jaci Velasquez,Al Munda Dios Amo (LP Version),0,TRANVTB128F92E2C34,-999
Epitaph,Dancing With Ghosts,Dancing With Ghosts,0,TRANVDC128F9312982,2ZQlGvgK3Zw5ANYt7l5zdU
Mario Rosenstock,Gift Grub 10 (Deluxe Edition),Obama's Election (Best of 2009),0,TRANVVC128F9334A74,-999
Arika Kane,Arika Kane,Here With Me,0,TRANVGD12903CD9262,1jgzKhzsOAiXTC1CpjMKGf
BT feat. JES,Every Other Way,Every Other Way,2010,TRANVEG12903CAFD2C,6UnjTxrac5cvGQUVw9ro26
Lonestar,Let's Be Us Again,Somebody's Someone,2004,TRANVKJ128F92F1561,-999
Agnostic Front,Another Voice,No One Hears You,2004,TRANVML128F426ACB2,4oPyV5LxmgK1cSWNod4zSK
Funeral For A Friend,Memory And Humanity,Building,2008,TRANWEM128F92D75C4,74WHG0Uq1Em3206pbJvwbk
Kate Clinton,Comedy You Can Dance To,The Urge To Merge,0,TRANWVZ128F4216718,1lZfIY2EWTL0j9TIzfTdQt
Lizzy Borden,Menace To Society,Generation Aliens,1986,TRANWBG128F934AC15,4rxxj0ExDmQt575gfXJJ8v
Cliff Bruner,Blues Legends 1930 - 1939,Milk Cow Blues,2004,TRANWCP12903CF31D3,-999
Delbert McClinton,People Get Ready: A Tribute To Curtis Mayfield,He Will Break Your Heart,0,TRANWIK128F930CDE2,6r1mY50qwWPxCU5mgFPg6d
Brigada Victor Jara,Novas Vos Trago,Parto em terras distantes (2.ª versão),1998,TRANWLX128F92F47EB,-999
Tha Liks featuring Defari,X.O. Experience,My Dear,2001,TRANWBU128F42717D4,-999
The Crystal Method,Legion Of Boom,Realizer,2004,TRANWOF12903CB3E19,2WZeHUsLoQMlkn3VBNIayR
Nirvana,From The Muddy Banks Of The Wishkah,School,0,TRANWZE128E078EE09,0vVceF7KQkSfjn11enSdJy
Alex,Thirteen,What If,0,TRANXKN128F1485A3F,6H4Zdsukp7ipb7YqgQxnZ6
Bongzilla,Gateway,666lb. Bongsession,2002,TRANXBO128F428CB28,5eMlSZnu2tBUlPeNPNThnQ
Jesus Jones,BBC In Concert (19th January 1991),Real_ Real_ Real (BBC In Concert),0,TRANXOS12903CFAC35,-999
Scissors for Sparrow,Oh...Hello!,Top of the Hill_ Bottom of the Valley...Uhh!,0,TRANXGD12903CADC23,-999
MyKungFu,Hesitate,Hesitate,0,TRANXLY12903CE297D,0LOE6iLalGhcSyV9NAaeQu
Madonna,I'm Going To Tell You A Secret,Vogue [Live],2006,TRANXHZ128F148D4DB,4A6LUIzDhbu3A01agDT1yz
Liquid Soul,Here's The Deal,Dysfunction,2000,TRANXOR128F930CE22,4Cln7nfLGcPXXJhVa9MnfD
Beenie Man,The Very Best of Beenie Man Gold,Once a Year,0,TRANXBK128F9335042,5KgQritkMzRbEuTMdEKrW6
Sin Plomo feat. Boris G.,Chillin' Voices Vol.1,Why can't we live together,0,TRANXZV128F425B66C,6isPEPDGk0LXzLM82deuwd
Aaron Watson,Angels & Outlaws,Sweet Contradiction,2008,TRANXZM128F92D58DF,7GbOWIBcoOKrRMEZJRjIiJ
Dave Eggar,Music For The Spirit Volume 3,Sorrow's Call,1998,TRANXZZ128F4230613,-999
Vusi Mahlasela,Guiding Star (Naledi Ya Tsela),Our Sand,0,TRANXIR128F4255298,5GvBSkQo8TY8AdoGkGNdcx
Sanna Nielsen,Sanna Nielsen - Min önskejul 2001,Då är det jul,0,TRANXPU128F428CE4A,1bZbNC0IlhJL3sdwsEKLcO
Dax Riggs,We Sing of Only Blood or Love,Night is the Notion,2007,TRANYAM12903CD9CFC,7aoPlENlVAQm9C78Q1lv7N
Bruisers,Better Days,Police Opression,0,TRANYLR128F933D81F,05xRjat1fVZtjOaxNT3KpM
Leroy Hutson,The Man!,Ella Weez,1974,TRANYSY128F1473B74,6BkF43R2JnpGKQ6P1SM7Ye
Roj,The Transactional Dharma of Roj,The Process Revealed,0,TRANYVC12903CF1535,3gWIAaOlpaB28Gh6P3EeWP
Singing Melody,Expression,I Never Know,0,TRANYZJ128F423B989,5ypfE3B9IorkCu4Fay3OQ0
Ben Jelen,Give It All Away,Wicked Little Town (Album Version),2004,TRANYLM128F1477EC9,-999
Twila Paris,Cry For The Desert,How Beautiful (Cry For The Desert Album Version),1990,TRANYLR128F4271924,-999
Edmond Leung,Edmond Leung Collections,Xing Dao Shou,0,TRANYQD128F4295A3E,-999
